user_id,project_id,shown_at,session_depth,topic_match_score,required_skill_match_score,gained_skill_match_score,role_skill_match_score,readiness_score,open,like,share,long_view,skip_fast,disengage
user_0040,project_0067,2026-03-05T11:37:05.080920+00:00,20,0.0,0.8054,0.9725,0.0,0.8555,1,0,1,0,0,1
user_0126,project_0068,2026-03-05T11:38:05.080920+00:00,44,1.4007,0.7088,1.371,0.7088,0.9075,1,1,0,1,1,0
user_0270,project_0010,2026-03-05T11:38:05.080920+00:00,40,0.828,0.0,1.5246,1.5246,0.4574,1,0,1,0,1,1
user_0139,project_0016,2026-03-05T11:41:05.080920+00:00,30,2.6595,1.1371,1.1874,1.1371,1.1522,1,0,1,1,0,1
user_0200,project_0030,2026-03-05T11:44:05.080920+00:00,38,0.0,1.0892,0.0,1.0892,0.7624,0,0,0,0,0,0
user_0090,project_0013,2026-03-05T11:50:05.080920+00:00,10,2.8074,1.9698,0.0,1.0517,1.3789,1,1,1,0,1,1
user_0168,project_0051,2026-03-05T11:57:05.080920+00:00,38,2.3998,2.8487,0.0,1.3168,1.9941,1,1,0,1,0,0
user_0277,project_0085,2026-03-05T11:59:05.080920+00:00,35,1.3203,1.1675,1.0586,1.229,1.1348,1,1,1,1,0,0
user_0154,project_0038,2026-03-05T12:03:05.080920+00:00,33,1.0803,0.0,1.151,0.0,0.3453,1,0,0,1,0,1
user_0099,project_0085,2026-03-05T12:25:05.080920+00:00,38,1.3556,0.7009,1.3997,2.9948,0.9105,0,1,1,1,1,0
user_0115,project_0020,2026-03-05T12:27:05.080920+00:00,23,2.6227,1.9052,1.5351,0.7659,1.7942,0,1,1,1,0,1
user_0175,project_0107,2026-03-05T12:32:05.080920+00:00,25,0.0,1.6254,1.3995,0.0,1.5576,1,1,0,0,0,1
user_0062,project_0009,2026-03-05T12:34:05.080920+00:00,15,0.9305,2.3795,1.4661,2.5706,2.1055,1,1,0,1,0,0
user_0066,project_0101,2026-03-05T12:39:05.080920+00:00,7,0.8676,1.5108,0.0,0.0,1.0576,1,0,1,0,0,1
user_0177,project_0085,2026-03-05T12:42:05.080920+00:00,37,0.9371,0.8553,1.4309,0.9663,1.028,1,1,1,0,1,1
user_0118,project_0026,2026-03-05T12:44:05.080920+00:00,6,0.8527,1.1025,1.6376,0.0,1.263,0,0,1,0,0,0
user_0243,project_0036,2026-03-05T12:45:05.080920+00:00,13,2.1312,0.7635,1.0067,1.2176,0.8365,0,1,0,1,1,1
user_0059,project_0082,2026-03-05T12:47:05.080920+00:00,32,2.1927,1.3055,0.0,0.0,0.9139,0,1,1,0,1,1
user_0002,project_0052,2026-03-05T12:49:05.080920+00:00,21,1.7235,0.0,1.1257,0.0,0.3377,1,0,1,0,0,0
user_0085,project_0115,2026-03-05T12:58:05.080920+00:00,15,2.1851,1.6106,1.0751,1.0209,1.4499,1,1,1,1,0,0
user_0152,project_0069,2026-03-05T12:59:05.080920+00:00,24,1.9716,1.3666,2.2584,1.3666,1.6341,0,1,1,1,1,0
user_0287,project_0047,2026-03-05T13:02:05.080920+00:00,36,0.0,0.0,2.2395,0.0,0.6718,1,1,0,0,1,1
user_0183,project_0104,2026-03-05T13:03:05.080920+00:00,30,1.3549,2.4602,0.0,1.6152,1.7221,1,1,0,1,0,0
user_0250,project_0028,2026-03-05T13:03:05.080920+00:00,38,0.0,1.4903,1.1241,1.4903,1.3804,0,0,0,0,0,1
user_0235,project_0085,2026-03-05T13:10:05.080920+00:00,16,0.0,1.5601,0.0,0.0,1.0921,1,0,1,1,1,1
user_0195,project_0059,2026-03-05T13:12:05.080920+00:00,32,0.0,2.9058,0.0,2.1175,2.0341,1,0,1,0,1,0
user_0095,project_0058,2026-03-05T13:15:05.080920+00:00,9,0.7746,0.0,1.4329,0.0,0.4299,0,0,0,0,1,1
user_0005,project_0031,2026-03-05T13:25:05.080920+00:00,10,1.2374,0.0,1.0118,1.2803,0.3035,0,1,1,0,1,0
user_0274,project_0103,2026-03-05T13:26:05.080920+00:00,24,1.3582,1.1798,0.0,2.0265,0.8259,1,1,0,0,0,0
user_0180,project_0034,2026-03-05T13:27:05.080920+00:00,13,0.0,1.4269,1.411,1.411,1.4221,0,0,1,1,1,1
user_0049,project_0006,2026-03-05T13:36:05.080920+00:00,6,0.0,2.9351,1.2199,2.9351,2.4205,1,1,1,1,0,1
user_0048,project_0049,2026-03-05T13:36:05.080920+00:00,35,1.3072,2.0767,0.0,1.7891,1.4537,1,1,1,1,1,0
user_0144,project_0095,2026-03-05T13:41:05.080920+00:00,13,0.0,0.0,1.5904,1.4792,0.4771,1,1,1,1,0,1
user_0144,project_0025,2026-03-05T13:43:05.080920+00:00,39,2.5143,0.0,4.6567,1.5871,1.397,1,1,1,0,0,0
user_0287,project_0055,2026-03-05T13:47:05.080920+00:00,41,0.915,0.9683,0.0,0.9683,0.6778,0,0,1,1,0,1
user_0275,project_0013,2026-03-05T14:01:05.080920+00:00,33,0.0,0.8643,1.3594,1.5187,1.0128,0,1,1,0,0,1
user_0190,project_0041,2026-03-05T14:08:05.080920+00:00,41,0.0,0.0,1.3729,0.6755,0.4119,0,0,1,0,1,1
user_0020,project_0092,2026-03-05T14:32:05.080920+00:00,7,0.8699,1.116,0.0,1.116,0.7812,0,0,1,0,1,0
user_0096,project_0101,2026-03-05T14:33:05.080920+00:00,20,0.0,1.3784,0.0,1.3784,0.9649,1,0,0,1,0,0
user_0195,project_0042,2026-03-05T14:35:05.080920+00:00,10,0.8919,2.2883,1.5945,1.199,2.0802,1,1,1,0,0,1
user_0081,project_0034,2026-03-05T14:45:05.080920+00:00,4,0.0,0.6852,0.0,0.6852,0.4796,0,1,0,0,0,1
user_0084,project_0082,2026-03-05T14:45:05.080920+00:00,23,2.175,1.2876,1.243,1.2876,1.2742,0,0,0,1,0,1
user_0006,project_0044,2026-03-05T14:49:05.080920+00:00,17,1.8379,2.4516,1.4085,2.4906,2.1387,1,0,1,1,1,0
user_0241,project_0009,2026-03-05T14:52:05.080920+00:00,6,0.9565,1.2618,0.0,1.2618,0.8833,1,0,0,0,1,1
user_0126,project_0076,2026-03-05T15:01:05.080920+00:00,1,2.5596,0.7088,0.7652,0.0,0.7257,1,0,1,1,1,1
user_0077,project_0026,2026-03-05T15:02:05.080920+00:00,41,0.0,1.6244,0.0,1.459,1.1371,1,1,1,1,0,0
user_0257,project_0046,2026-03-05T15:03:05.080920+00:00,6,0.0,1.178,4.1061,1.4922,2.0564,0,1,1,1,1,0
user_0122,project_0110,2026-03-05T15:05:05.080920+00:00,24,0.0,0.0,1.0352,0.0,0.3106,0,1,1,0,0,0
user_0020,project_0104,2026-03-05T15:09:05.080920+00:00,16,0.8699,1.116,0.0,1.116,0.7812,0,0,1,1,1,0
user_0106,project_0000,2026-03-05T15:15:05.080920+00:00,6,0.0,1.4997,0.0,0.0,1.0498,1,0,0,0,0,0
user_0183,project_0015,2026-03-05T15:18:05.080920+00:00,29,0.0,0.845,0.0,0.845,0.5915,0,0,0,0,0,1
user_0186,project_0007,2026-03-05T15:19:05.080920+00:00,39,0.0,1.9773,0.0,0.9721,1.3841,1,0,1,0,0,1
user_0034,project_0016,2026-03-05T15:20:05.080920+00:00,19,0.0,2.9647,1.1275,1.4114,2.4135,0,0,1,1,0,0
user_0180,project_0010,2026-03-05T15:22:05.080920+00:00,42,0.0,1.4269,1.411,1.411,1.4221,1,1,0,0,0,0
user_0187,project_0073,2026-03-05T15:22:05.080920+00:00,9,0.7761,1.3461,0.0,0.7293,0.9423,1,0,1,1,1,1
user_0060,project_0079,2026-03-05T15:23:05.080920+00:00,21,0.0,1.3514,1.2601,0.0,1.324,1,0,0,0,0,0
user_0091,project_0035,2026-03-05T15:32:05.080920+00:00,39,1.3339,1.6674,0.0,0.8419,1.1672,0,1,0,1,0,0
user_0106,project_0104,2026-03-05T15:33:05.080920+00:00,18,0.0,0.0,1.4061,0.0,0.4218,1,0,0,0,0,1
user_0246,project_0107,2026-03-05T15:34:05.080920+00:00,18,2.1543,1.4431,1.6483,2.85,1.5047,1,1,0,1,1,0
user_0086,project_0060,2026-03-05T15:36:05.080920+00:00,2,0.0,0.0,1.7457,0.0,0.5237,0,0,0,0,1,0
user_0055,project_0058,2026-03-05T15:41:05.080920+00:00,29,1.0542,1.9456,0.0,1.9456,1.3619,1,0,1,1,1,1
user_0261,project_0097,2026-03-05T15:44:05.080920+00:00,21,0.0,2.477,0.7348,2.148,1.9543,1,1,0,1,1,1
user_0146,project_0036,2026-03-05T15:44:05.080920+00:00,6,0.0,2.6671,0.6665,2.4588,2.0669,1,1,1,0,0,1
user_0040,project_0079,2026-03-05T15:45:05.080920+00:00,37,0.0,0.8054,0.9725,0.0,0.8555,0,0,0,0,1,0
user_0041,project_0059,2026-03-05T15:52:05.080920+00:00,14,2.0283,1.1627,0.0,1.1627,0.8139,1,0,0,1,0,0
user_0297,project_0021,2026-03-05T16:01:05.080920+00:00,15,0.9818,0.0,1.4849,0.0,0.4455,0,1,0,0,1,1
user_0236,project_0078,2026-03-05T16:01:05.080920+00:00,18,1.2605,0.9597,0.0,0.9597,0.6718,1,1,1,0,1,0
user_0293,project_0038,2026-03-05T16:02:05.080920+00:00,34,1.439,1.138,0.8733,0.0,1.0586,0,1,1,0,0,0
user_0149,project_0055,2026-03-05T16:06:05.080920+00:00,23,0.0,0.0,1.9171,0.0,0.5751,1,0,1,1,0,1
user_0230,project_0108,2026-03-05T16:08:05.080920+00:00,11,1.0105,1.6404,0.0,2.5105,1.1483,0,1,1,0,1,1
user_0234,project_0029,2026-03-05T16:09:05.080920+00:00,36,0.8447,1.1306,1.8249,1.1306,1.3389,0,0,0,0,1,0
user_0001,project_0082,2026-03-05T16:11:05.080920+00:00,26,1.2807,0.0,1.5431,0.0,0.4629,1,0,1,0,1,0
user_0038,project_0027,2026-03-05T16:19:05.080920+00:00,42,0.9575,0.0,1.2249,1.6476,0.3675,0,0,0,1,1,1
user_0292,project_0095,2026-03-05T16:27:05.080920+00:00,33,1.1345,0.7055,0.8112,1.5241,0.7372,0,1,0,1,0,1
user_0274,project_0037,2026-03-05T16:37:05.080920+00:00,11,0.0,1.1798,0.0,0.0,0.8259,1,0,1,0,0,0
user_0086,project_0095,2026-03-05T16:38:05.080920+00:00,41,0.0,0.8044,0.9413,0.8044,0.8455,0,0,1,1,1,1
user_0164,project_0053,2026-03-05T16:45:05.080920+00:00,42,1.0522,1.0644,1.1753,1.0644,1.0977,1,0,1,0,0,0
user_0056,project_0106,2026-03-05T16:51:05.080920+00:00,45,1.442,0.9924,2.3736,0.9924,1.4068,0,0,1,0,1,0
user_0072,project_0093,2026-03-05T17:03:05.080920+00:00,12,2.5188,2.6355,1.0087,2.6355,2.1475,1,0,1,1,0,0
user_0068,project_0019,2026-03-05T17:06:05.080920+00:00,10,2.5774,0.0,0.0,0.6766,0.0,0,0,1,0,0,1
user_0083,project_0099,2026-03-05T17:14:05.080920+00:00,6,0.878,1.3032,1.3229,0.0,1.3091,1,0,1,1,0,0
user_0191,project_0056,2026-03-05T17:15:05.080920+00:00,20,0.0,1.4988,1.0565,1.4988,1.3661,1,0,0,1,1,0
user_0286,project_0085,2026-03-05T17:16:05.080920+00:00,42,1.2338,0.0,1.3918,0.0,0.4175,1,1,0,0,0,0
user_0018,project_0049,2026-03-05T17:18:05.080920+00:00,35,1.344,1.4544,2.4656,1.4544,1.7578,1,1,1,1,0,1
user_0003,project_0061,2026-03-05T17:35:05.080920+00:00,19,2.459,1.3184,1.9832,0.0,1.5178,0,1,0,0,0,1
user_0013,project_0007,2026-03-05T17:39:05.080920+00:00,10,0.0,0.7559,1.2052,0.7559,0.8907,1,1,0,0,1,0
user_0043,project_0043,2026-03-05T17:39:05.080920+00:00,26,1.2283,2.0915,0.0,1.1108,1.464,1,1,1,0,1,0
user_0276,project_0000,2026-03-05T17:42:05.080920+00:00,14,1.4269,2.1214,0.0,2.0664,1.485,0,0,0,0,1,1
user_0037,project_0019,2026-03-05T17:46:05.080920+00:00,45,0.0,1.3216,2.2252,1.3216,1.5927,0,0,0,0,0,0
user_0157,project_0106,2026-03-05T17:50:05.080920+00:00,16,1.8711,0.922,0.0,0.922,0.6454,1,1,0,0,0,0
user_0103,project_0023,2026-03-05T17:51:05.080920+00:00,19,0.9529,2.5322,0.0,2.5322,1.7725,1,1,0,0,0,1
user_0086,project_0101,2026-03-05T17:58:05.080920+00:00,15,1.4192,0.8477,0.0,0.8477,0.5934,1,1,0,0,0,0
user_0119,project_0038,2026-03-05T18:03:05.080920+00:00,34,1.4298,3.015,2.2528,1.5055,2.7863,1,1,1,1,1,1
user_0175,project_0070,2026-03-05T18:06:05.080920+00:00,4,0.0,1.6254,2.4969,1.6254,1.8868,0,1,1,1,0,0
user_0094,project_0111,2026-03-05T18:13:05.080920+00:00,20,0.0,0.0,1.5576,0.0,0.4673,1,1,0,0,1,0
user_0031,project_0119,2026-03-05T18:17:05.080920+00:00,30,2.0847,0.0,0.8309,0.8007,0.2493,1,1,1,0,0,1
user_0202,project_0041,2026-03-05T18:18:05.080920+00:00,3,0.7504,0.0,1.2171,0.0,0.3651,0,0,0,0,0,0
user_0117,project_0100,2026-03-05T18:18:05.080920+00:00,21,0.0,0.9948,1.1651,0.9948,1.0459,0,1,1,1,0,1
user_0056,project_0116,2026-03-05T18:19:05.080920+00:00,15,1.0781,0.9924,1.5707,0.0,1.1659,1,1,1,1,1,1
user_0220,project_0053,2026-03-05T18:22:05.080920+00:00,20,1.2561,0.9207,0.0,0.0,0.6445,0,1,0,0,1,0
user_0253,project_0012,2026-03-05T18:25:05.080920+00:00,16,0.0,0.0,1.1216,1.492,0.3365,0,1,1,0,0,0
user_0082,project_0019,2026-03-05T18:28:05.080920+00:00,13,0.0,2.3025,0.0,2.3025,1.6117,1,0,0,1,1,0
user_0132,project_0006,2026-03-05T18:35:05.080920+00:00,35,0.7802,1.3795,1.4065,1.4065,1.3876,1,0,0,1,0,1
user_0217,project_0023,2026-03-05T18:37:05.080920+00:00,25,1.2265,0.7283,1.3545,0.7283,0.9162,0,0,1,0,1,1
user_0214,project_0036,2026-03-05T18:38:05.080920+00:00,30,1.3457,0.0,0.0,1.4494,0.0,0,1,0,0,0,0
user_0264,project_0113,2026-03-05T18:50:05.080920+00:00,16,0.8639,0.0,1.4987,1.4987,0.4496,1,1,1,0,0,1
user_0172,project_0058,2026-03-05T19:04:05.080920+00:00,29,2.4596,0.0,0.0,0.0,0.0,0,0,1,1,1,0
user_0295,project_0075,2026-03-05T19:14:05.080920+00:00,5,1.3278,0.0,0.8218,1.2621,0.2465,0,0,0,1,0,0
user_0291,project_0057,2026-03-05T19:20:05.080920+00:00,24,0.0,0.0,2.0142,0.0,0.6043,1,0,0,1,1,1
user_0111,project_0027,2026-03-05T19:22:05.080920+00:00,26,1.0825,0.8956,0.8736,0.0,0.889,1,1,0,1,1,0
user_0075,project_0019,2026-03-05T19:24:05.080920+00:00,28,0.0,2.2688,0.0,1.0245,1.5882,1,1,1,1,0,1
user_0028,project_0050,2026-03-05T19:29:05.080920+00:00,11,1.2067,0.9662,1.1991,0.0,1.0361,1,1,0,0,0,0
user_0007,project_0114,2026-03-05T19:33:05.080920+00:00,32,0.8224,0.8206,0.0,0.8206,0.5744,0,0,0,0,1,0
user_0022,project_0066,2026-03-05T19:39:05.080920+00:00,25,1.1371,0.0,1.4303,0.0,0.4291,1,0,1,0,0,1
user_0265,project_0050,2026-03-05T19:49:05.080920+00:00,42,1.2006,2.3863,1.1467,2.3863,2.0144,0,0,1,1,0,0
user_0041,project_0026,2026-03-05T19:57:05.080920+00:00,35,0.0,3.4583,0.0,2.7725,2.4208,1,1,0,1,0,0
user_0231,project_0071,2026-03-05T20:02:05.080920+00:00,5,0.0,0.0,1.0071,0.0,0.3021,0,1,0,0,1,1
user_0230,project_0038,2026-03-05T20:03:05.080920+00:00,27,1.0105,0.0,0.8701,1.1168,0.261,0,1,0,0,1,1
user_0152,project_0044,2026-03-05T20:03:05.080920+00:00,16,0.0,1.2249,1.3666,0.0,1.2674,1,0,0,0,1,1
user_0248,project_0110,2026-03-05T20:09:05.080920+00:00,37,0.0,0.0,0.0,1.0003,0.0,0,1,0,0,1,1
user_0002,project_0082,2026-03-05T20:32:05.080920+00:00,25,0.0,0.8769,1.1257,0.8769,0.9515,1,1,0,0,1,1
user_0171,project_0101,2026-03-05T20:33:05.080920+00:00,22,1.2077,1.5251,0.0,0.0,1.0676,0,1,1,0,0,1
user_0029,project_0109,2026-03-05T20:40:05.080920+00:00,35,2.4204,0.0,0.9639,0.9639,0.2892,1,1,0,1,0,0
user_0136,project_0007,2026-03-05T20:41:05.080920+00:00,44,0.7862,1.1276,1.3152,0.0,1.1839,0,1,1,0,0,0
user_0218,project_0106,2026-03-05T20:42:05.080920+00:00,22,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
user_0189,project_0074,2026-03-05T20:47:05.080920+00:00,34,0.0,1.0027,1.0834,1.0027,1.0269,0,0,0,1,1,1
user_0281,project_0007,2026-03-05T20:51:05.080920+00:00,11,0.0,0.0,0.8945,1.3459,0.2683,1,0,1,1,0,1
user_0003,project_0053,2026-03-05T20:58:05.080920+00:00,32,1.2965,2.0085,0.7645,1.2187,1.6353,0,1,0,1,1,0
user_0164,project_0049,2026-03-05T21:06:05.080920+00:00,18,1.2126,0.0,2.2397,0.0,0.6719,0,1,1,0,0,0
user_0103,project_0088,2026-03-05T21:18:05.080920+00:00,34,1.138,0.0,1.2719,0.0,0.3816,1,1,1,1,1,0
user_0061,project_0094,2026-03-05T21:25:05.080920+00:00,42,0.0,0.8942,0.0,0.8942,0.6259,1,1,0,0,1,1
user_0143,project_0034,2026-03-05T21:33:05.080920+00:00,40,0.0,0.0,2.499,0.0,0.7497,0,0,1,1,1,1
user_0289,project_0002,2026-03-05T21:45:05.080920+00:00,12,2.1167,0.0,0.8166,0.0,0.245,1,0,1,0,1,0
user_0117,project_0016,2026-03-05T21:51:05.080920+00:00,37,0.0,0.9948,1.1651,0.9948,1.0459,1,0,0,1,0,0
user_0058,project_0039,2026-03-05T22:03:05.080920+00:00,15,1.3747,0.0,1.3996,1.6418,0.4199,0,0,1,1,1,1
user_0134,project_0088,2026-03-05T22:03:05.080920+00:00,16,1.0137,0.0,0.0,1.4768,0.0,0,1,0,1,1,0
user_0185,project_0076,2026-03-05T22:04:05.080920+00:00,1,3.4608,1.3272,1.4578,1.3272,1.3664,0,0,1,0,0,0
user_0082,project_0080,2026-03-05T22:05:05.080920+00:00,7,1.1261,2.7184,0.0,1.2678,1.9029,1,1,0,0,1,0
user_0007,project_0053,2026-03-05T22:10:05.080920+00:00,5,1.6736,1.2376,0.0,1.2376,0.8663,0,1,1,1,0,0
user_0156,project_0040,2026-03-05T22:10:05.080920+00:00,21,1.3747,0.8997,1.622,1.7201,1.1164,0,1,0,0,0,0
user_0026,project_0080,2026-03-05T22:18:05.080920+00:00,20,0.8712,0.7417,1.1086,0.7417,0.8518,0,0,0,0,0,1
user_0018,project_0053,2026-03-05T22:20:05.080920+00:00,3,0.0,1.1827,1.2829,1.1827,1.2128,1,0,0,0,1,1
user_0098,project_0065,2026-03-05T22:29:05.080920+00:00,2,0.9488,0.0,1.0328,1.0328,0.3098,1,0,0,0,0,0
user_0135,project_0003,2026-03-05T22:32:05.080920+00:00,25,0.0,1.5125,0.0,2.998,1.0587,1,1,0,1,1,1
user_0010,project_0085,2026-03-05T22:33:05.080920+00:00,43,0.0,0.0,1.6424,0.0,0.4927,1,1,0,0,1,1
user_0151,project_0087,2026-03-05T22:35:05.080920+00:00,43,0.0,1.6096,0.8783,0.0,1.3902,0,0,0,0,0,0
user_0136,project_0027,2026-03-05T22:36:05.080920+00:00,34,1.3315,1.3352,1.3152,2.2485,1.3292,1,1,0,1,1,1
user_0109,project_0069,2026-03-05T22:41:05.080920+00:00,37,2.0334,0.0,1.0929,1.0947,0.3279,0,1,1,0,0,0
user_0145,project_0072,2026-03-05T22:43:05.080920+00:00,32,0.9087,0.8132,0.8651,0.0,0.8288,0,1,1,0,0,0
user_0043,project_0059,2026-03-05T22:44:05.080920+00:00,21,1.2283,0.0,1.1108,0.9807,0.3332,0,1,0,0,0,1
user_0266,project_0118,2026-03-05T22:46:05.080920+00:00,37,1.35,0.9536,1.5141,2.4677,1.1218,1,1,1,0,0,0
user_0279,project_0020,2026-03-05T22:47:05.080920+00:00,32,0.8592,1.0791,2.4538,1.0791,1.4915,1,1,1,0,1,1
user_0044,project_0037,2026-03-05T22:47:05.080920+00:00,39,0.0,2.3161,1.2691,1.2691,2.002,0,1,1,0,0,1
user_0007,project_0015,2026-03-05T23:03:05.080920+00:00,17,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1
user_0046,project_0082,2026-03-05T23:06:05.080920+00:00,31,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
user_0245,project_0018,2026-03-05T23:12:05.080920+00:00,36,1.3481,0.0,0.7998,0.7998,0.2399,0,0,0,1,0,1
user_0040,project_0007,2026-03-05T23:13:05.080920+00:00,32,0.0,0.8054,0.9725,0.0,0.8555,1,0,0,1,1,0
user_0153,project_0023,2026-03-05T23:19:05.080920+00:00,45,1.0261,1.9224,0.0,1.9224,1.3457,1,0,1,1,0,1
user_0274,project_0033,2026-03-05T23:27:05.080920+00:00,27,2.5402,0.0,0.0,0.8467,0.0,1,1,1,1,0,0
user_0106,project_0106,2026-03-05T23:28:05.080920+00:00,4,0.0,1.4997,1.4061,1.4997,1.4716,1,1,0,1,0,1
user_0074,project_0021,2026-03-05T23:36:05.080920+00:00,8,1.2704,0.0,2.0965,0.6555,0.6289,1,0,0,1,0,0
user_0019,project_0027,2026-03-05T23:39:05.080920+00:00,32,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
user_0067,project_0069,2026-03-05T23:55:05.080920+00:00,33,0.8727,0.0,2.352,0.0,0.7056,1,0,1,0,1,1
user_0098,project_0041,2026-03-05T23:59:05.080920+00:00,24,0.9488,0.0,1.0328,1.0328,0.3098,1,1,0,0,0,1
user_0115,project_0112,2026-03-06T00:08:05.080920+00:00,43,3.6852,1.1393,2.301,1.1393,1.4878,0,0,1,1,0,0
user_0128,project_0043,2026-03-06T00:08:05.080920+00:00,18,0.0,2.0725,1.5484,2.9758,1.9153,1,1,1,1,0,1
user_0085,project_0057,2026-03-06T00:09:05.080920+00:00,9,0.9934,2.5372,0.0,3.5581,1.776,1,1,1,1,0,0
user_0239,project_0060,2026-03-06T00:12:05.080920+00:00,42,0.7643,1.0405,0.0,3.5788,0.7283,0,0,1,0,0,0
user_0174,project_0001,2026-03-06T00:19:05.080920+00:00,23,0.9369,1.5097,0.0,1.5097,1.0568,0,1,0,1,1,0
user_0254,project_0056,2026-03-06T00:33:05.080920+00:00,14,0.8599,0.0,2.8446,1.448,0.8534,1,0,1,0,1,1
user_0101,project_0081,2026-03-06T00:39:05.080920+00:00,3,0.9825,0.74,0.0,1.6018,0.518,1,1,0,0,0,0
user_0047,project_0106,2026-03-06T00:43:05.080920+00:00,11,3.3126,1.5239,0.0,1.5239,1.0667,1,0,0,0,0,1
user_0069,project_0065,2026-03-06T01:03:05.080920+00:00,10,0.7507,1.5445,0.0,1.5445,1.0811,1,0,0,1,1,0
user_0021,project_0103,2026-03-06T01:04:05.080920+00:00,18,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1
user_0104,project_0026,2026-03-06T01:05:05.080920+00:00,42,2.2467,0.0,1.2697,0.0,0.3809,0,0,1,0,1,1
user_0008,project_0022,2026-03-06T01:06:05.080920+00:00,15,1.0907,0.0,1.2217,0.0,0.3665,0,1,1,0,1,0
user_0120,project_0060,2026-03-06T01:06:05.080920+00:00,18,0.9987,1.5026,0.8638,0.0,1.311,1,1,0,1,1,0
user_0293,project_0005,2026-03-06T01:16:05.080920+00:00,35,0.0,2.0113,0.7995,0.8733,1.6478,1,0,1,1,0,1
user_0034,project_0015,2026-03-06T01:18:05.080920+00:00,44,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
user_0098,project_0009,2026-03-06T01:23:05.080920+00:00,11,0.0,1.0328,0.0,1.0328,0.723,1,0,1,0,0,1
user_0201,project_0090,2026-03-06T01:29:05.080920+00:00,14,2.4635,0.8586,1.1484,0.0,0.9455,1,1,1,0,0,1
user_0243,project_0115,2026-03-06T01:31:05.080920+00:00,4,2.1312,0.7635,1.0067,0.7635,0.8365,1,1,0,1,0,1
user_0296,project_0095,2026-03-06T01:36:05.080920+00:00,38,1.138,1.5667,0.8638,0.6919,1.3558,1,1,0,0,0,0
user_0166,project_0045,2026-03-06T01:40:05.080920+00:00,41,0.0,1.2677,1.2603,1.2677,1.2655,1,1,0,0,1,1
user_0280,project_0005,2026-03-06T01:43:05.080920+00:00,33,0.8377,2.7126,1.2802,1.5996,2.2829,1,1,1,1,0,0
user_0051,project_0012,2026-03-06T01:48:05.080920+00:00,43,0.9447,0.0,0.0,1.1184,0.0,1,1,0,1,1,1
user_0008,project_0076,2026-03-06T01:49:05.080920+00:00,12,1.0935,0.0,1.2217,1.5878,0.3665,1,1,0,0,1,0
user_0105,project_0044,2026-03-06T01:52:05.080920+00:00,17,0.8166,0.0,0.6821,0.6821,0.2046,0,0,0,1,1,1
user_0042,project_0075,2026-03-06T01:56:05.080920+00:00,37,1.2387,1.8062,0.6517,0.7621,1.4599,1,1,1,1,0,0
user_0125,project_0065,2026-03-06T02:02:05.080920+00:00,43,1.0424,0.0,0.8018,0.0,0.2405,0,1,0,1,0,0
user_0257,project_0043,2026-03-06T02:07:05.080920+00:00,30,0.0,1.6237,2.8027,0.0,1.9774,1,1,1,0,0,1
user_0022,project_0018,2026-03-06T02:09:05.080920+00:00,34,1.1371,0.0,1.4303,0.0,0.4291,0,1,1,0,0,1
user_0108,project_0000,2026-03-06T02:18:05.080920+00:00,27,0.9815,0.0,2.3784,1.0963,0.7135,1,0,1,0,0,1
user_0290,project_0017,2026-03-06T02:24:05.080920+00:00,26,2.7316,2.8086,0.0,2.8086,1.966,1,1,0,1,0,1
user_0013,project_0030,2026-03-06T02:24:05.080920+00:00,44,1.3974,0.7903,1.8801,0.7903,1.1172,0,0,0,0,0,0
user_0081,project_0090,2026-03-06T02:27:05.080920+00:00,21,1.1786,0.0,0.8075,0.8075,0.2422,1,1,0,1,1,0
user_0206,project_0066,2026-03-06T02:29:05.080920+00:00,29,0.9297,2.7882,1.442,1.3725,2.3843,1,0,1,1,0,0
user_0066,project_0032,2026-03-06T02:34:05.080920+00:00,30,0.8676,2.662,1.5108,2.6997,2.3166,1,1,1,0,0,1
user_0075,project_0068,2026-03-06T02:34:05.080920+00:00,4,1.3489,0.0,1.5281,1.5281,0.4584,0,0,0,1,0,1
user_0242,project_0080,2026-03-06T02:46:05.080920+00:00,40,2.3933,0.825,0.0,0.825,0.5775,1,1,0,1,0,1
user_0063,project_0118,2026-03-06T02:54:05.080920+00:00,36,0.8848,1.6308,0.0,0.0,1.1416,0,1,0,1,0,0
user_0251,project_0063,2026-03-06T03:05:05.080920+00:00,24,1.364,1.306,0.0,1.306,0.9142,0,1,1,0,0,0
user_0190,project_0007,2026-03-06T03:12:05.080920+00:00,29,0.0,0.7119,0.6974,0.7119,0.7075,1,1,0,0,0,1
user_0100,project_0113,2026-03-06T03:13:05.080920+00:00,17,1.421,1.2856,1.394,1.394,1.3181,0,0,0,1,0,1
user_0220,project_0014,2026-03-06T03:13:05.080920+00:00,12,0.0,2.1157,1.2744,1.195,1.8633,1,0,0,0,1,0
user_0101,project_0080,2026-03-06T03:24:05.080920+00:00,34,0.8684,2.3611,0.74,1.6398,1.8748,0,1,1,0,0,0
