user_id,interests,skills,interest_weights,skill_weights,experience_level,preferred_language,region,preferred_formats,freshness_preference,breaking_affinity,source_loyalty_weights,onboarding_completed_at
user_0130,ai|climate|fintech|policy|science|web,figma|prompt_engineering|python|sql,"{""ai"":1.2216,""climate"":0.8325,""fintech"":1.3364,""policy"":1.0336,""science"":1.336,""web"":1.5272}","{""figma"":1.22,""prompt_engineering"":1.0516,""python"":1.6887,""sql"":1.2196}",junior,en,LATAM,briefing|explainer|live_blog,1.0106,0.8777,"{""Campus Pulse"":1.065,""Security Brief"":1.2073}",2026-01-27T17:00:00
user_0131,data|mobile|robotics,critical_thinking|leadership|public_speaking|python,"{""data"":1.1528,""mobile"":0.8712,""robotics"":0.8193}","{""critical_thinking"":1.6,""leadership"":0.6269,""public_speaking"":0.6518,""python"":1.2882}",newcomer,en,APAC,analysis|newsletter,1.1041,1.5739,"{""Lab Chronicle"":1.4112,""Security Brief"":1.2083}",2025-11-22T13:00:00
user_0132,climate|data|policy|research|science,data_literacy|design_thinking|javascript|prompt_engineering|sql,"{""climate"":1.4843,""data"":1.5115,""policy"":0.841,""research"":1.3426,""science"":0.9277}","{""data_literacy"":1.469,""design_thinking"":1.0112,""javascript"":1.1442,""prompt_engineering"":1.3087,""sql"":0.8758}",newcomer,en,US,analysis|explainer,0.8293,1.4163,"{""Campus Pulse"":1.1879,""Security Brief"":1.2574}",2026-03-03T21:00:00
user_0133,ai|product|research|robotics,analytics|git|javascript|machine_learning|sql,"{""ai"":1.1004,""product"":1.6353,""research"":1.1562,""robotics"":1.4571}","{""analytics"":1.0206,""git"":1.5655,""javascript"":1.6894,""machine_learning"":1.6046,""sql"":1.2913}",mid,en,LATAM,analysis|briefing|newsletter,0.8054,1.3064,"{""Campus Pulse"":1.3046,""Global Science Desk"":1.3447,""Lab Chronicle"":1.239,""TechWire"":1.0089}",2026-01-22T01:00:00
user_0134,cybersecurity|mobile|robotics,figma|javascript|machine_learning|prompt_engineering,"{""cybersecurity"":1.0339,""mobile"":0.9393,""robotics"":1.3646}","{""figma"":1.506,""javascript"":1.0959,""machine_learning"":1.5405,""prompt_engineering"":1.179}",junior,en,APAC,explainer|live_blog|newsletter,1.1349,1.3444,"{""Builder Weekly"":1.3775,""Campus Pulse"":1.2796,""Global Science Desk"":1.3239}",2026-03-03T06:00:00
user_0135,ai|cybersecurity|fintech|product|research|startups,analytics|critical_thinking|data_literacy|leadership|public_speaking,"{""ai"":1.6222,""cybersecurity"":1.1071,""fintech"":0.7173,""product"":0.8829,""research"":0.734,""startups"":0.6896}","{""analytics"":1.0612,""critical_thinking"":1.7813,""data_literacy"":1.3368,""leadership"":1.2252,""public_speaking"":1.4539}",junior,en,EU,briefing|explainer|newsletter,1.0698,1.3068,"{""Campus Pulse"":1.2053,""Security Brief"":1.2992,""Startup Signal"":1.2576,""TechWire"":1.287}",2026-03-04T04:00:00
user_0136,data|fintech|mobile|research|robotics|science,python|sql,"{""data"":0.722,""fintech"":0.7447,""mobile"":0.9487,""research"":1.5213,""robotics"":1.6108,""science"":1.0155}","{""python"":1.7559,""sql"":0.9318}",mid,ru,EU,analysis|briefing|explainer,1.0207,1.555,"{""Global Science Desk"":1.0032,""Startup Signal"":0.9862}",2025-11-22T19:00:00
user_0137,mobile|policy|research|science|startups,git|leadership|react,"{""mobile"":1.3657,""policy"":1.5914,""research"":1.5551,""science"":1.1561,""startups"":0.9207}","{""git"":1.0592,""leadership"":1.5464,""react"":0.8645}",mid,ru,LATAM,briefing|live_blog|newsletter,1.2159,0.9017,"{""Lab Chronicle"":1.1495,""Policy Radar"":1.3244,""TechWire"":1.121}",2026-01-29T06:00:00
user_0138,cybersecurity|data|policy|robotics|science,design_thinking|python|sql,"{""cybersecurity"":1.5664,""data"":0.8671,""policy"":0.8629,""robotics"":0.9122,""science"":1.2995}","{""design_thinking"":0.7872,""python"":0.728,""sql"":1.7042}",mid,ru,MENA,briefing|newsletter,1.4516,1.1672,"{""Builder Weekly"":1.1962,""Lab Chronicle"":1.4427,""Startup Signal"":1.3985}",2026-01-24T05:00:00
user_0139,ai|mobile|policy|product,git|machine_learning,"{""ai"":1.0634,""mobile"":1.3707,""policy"":0.8335,""product"":1.6753}","{""git"":1.4379,""machine_learning"":1.1521}",junior,ru,US,briefing|explainer,1.5189,1.0416,"{""Builder Weekly"":1.0436,""Lab Chronicle"":1.0814,""Startup Signal"":1.0847}",2026-01-10T23:00:00
user_0140,fintech|mobile|science|startups,data_literacy|figma|leadership|prompt_engineering|python,"{""fintech"":1.6782,""mobile"":1.3703,""science"":1.5049,""startups"":1.4069}","{""data_literacy"":1.5649,""figma"":1.2664,""leadership"":1.6276,""prompt_engineering"":0.8353,""python"":1.56}",newcomer,ru,MENA,analysis|explainer,1.025,1.2278,"{""Builder Weekly"":1.2085,""Global Science Desk"":1.3103,""Lab Chronicle"":1.3427}",2026-01-24T09:00:00
user_0141,ai|data|design|policy,leadership|python,"{""ai"":1.0014,""data"":1.029,""design"":1.2384,""policy"":1.6284}","{""leadership"":0.9093,""python"":0.6238}",senior,en,APAC,analysis|newsletter,0.8588,1.2716,"{""Builder Weekly"":1.2052,""Lab Chronicle"":1.3374,""Security Brief"":1.1735}",2025-12-25T08:00:00
user_0142,fintech|mobile|robotics|startups,critical_thinking|data_literacy|git|react|sql,"{""fintech"":0.8896,""mobile"":0.9827,""robotics"":0.9559,""startups"":0.9308}","{""critical_thinking"":1.3736,""data_literacy"":0.9255,""git"":1.1339,""react"":1.6354,""sql"":1.0358}",senior,en,MENA,analysis|briefing|newsletter,1.3623,0.929,"{""Builder Weekly"":1.0758,""Policy Radar"":1.3219}",2026-03-02T09:00:00
user_0143,ai|policy|product,javascript|react,"{""ai"":1.2002,""policy"":1.6958,""product"":0.7591}","{""javascript"":1.3417,""react"":0.7012}",mid,es,MENA,analysis|live_blog|newsletter,1.2977,1.4813,"{""Builder Weekly"":1.0156,""Campus Pulse"":1.3693,""Security Brief"":0.9643}",2025-11-24T21:00:00
user_0144,cybersecurity|design|policy|product|startups|web,leadership|prompt_engineering|sql,"{""cybersecurity"":1.3126,""design"":1.3176,""policy"":1.2422,""product"":1.1996,""startups"":1.3215,""web"":0.9751}","{""leadership"":1.0166,""prompt_engineering"":1.2476,""sql"":1.5656}",newcomer,en,LATAM,analysis|explainer|live_blog,1.0579,1.1488,"{""Startup Signal"":1.3577,""TechWire"":1.374}",2025-12-16T21:00:00
user_0145,ai|data|design|mobile|research|web,git|machine_learning,"{""ai"":0.848,""data"":1.5763,""design"":1.109,""mobile"":0.9124,""research"":1.4007,""web"":1.3283}","{""git"":1.5941,""machine_learning"":0.8647}",senior,en,EU,analysis|live_blog|newsletter,1.1415,1.1349,"{""Campus Pulse"":1.0183,""Security Brief"":1.0052}",2026-02-19T02:00:00
user_0146,ai|cybersecurity|product,critical_thinking|data_literacy,"{""ai"":0.9462,""cybersecurity"":0.7813,""product"":1.1103}","{""critical_thinking"":0.6098,""data_literacy"":0.7082}",newcomer,en,EU,analysis|explainer|live_blog,0.842,1.4093,"{""Builder Weekly"":1.1151,""Security Brief"":1.3718,""TechWire"":1.4258}",2026-01-04T21:00:00
user_0147,ai|data|design|mobile,python|react,"{""ai"":0.9114,""data"":1.4598,""design"":1.1151,""mobile"":1.4245}","{""python"":0.6402,""react"":1.153}",newcomer,ru,APAC,explainer|newsletter,1.0241,1.0564,"{""Campus Pulse"":1.3224,""Lab Chronicle"":1.2248,""Startup Signal"":1.0111,""TechWire"":1.1906}",2025-11-24T15:00:00
user_0148,climate|data|mobile|robotics,analytics|data_literacy|figma|prompt_engineering,"{""climate"":0.7756,""data"":1.4786,""mobile"":0.6594,""robotics"":0.6941}","{""analytics"":1.5402,""data_literacy"":1.1703,""figma"":1.3155,""prompt_engineering"":1.0457}",junior,en,EU,briefing|explainer|live_blog,1.3936,0.857,"{""Lab Chronicle"":1.2723,""TechWire"":1.3007}",2026-02-02T19:00:00
user_0149,ai|data|policy|science|startups,analytics|data_literacy|figma|git|python,"{""ai"":1.1596,""data"":1.1094,""policy"":0.9595,""science"":1.3819,""startups"":0.8493}","{""analytics"":0.824,""data_literacy"":1.0172,""figma"":1.4789,""git"":0.9304,""python"":1.5976}",newcomer,es,APAC,analysis|briefing,1.1795,1.3736,"{""Global Science Desk"":1.2208,""Lab Chronicle"":1.177,""Startup Signal"":1.338}",2025-12-26T01:00:00
user_0150,climate|fintech|robotics|science,design_thinking|leadership|machine_learning|public_speaking|react,"{""climate"":0.8118,""fintech"":0.9473,""robotics"":1.0803,""science"":0.9881}","{""design_thinking"":0.7155,""leadership"":1.3907,""machine_learning"":0.6525,""public_speaking"":1.7254,""react"":0.8144}",junior,en,US,analysis|briefing|explainer,1.3384,0.7611,"{""Builder Weekly"":1.262,""Global Science Desk"":1.2452,""Policy Radar"":0.9745,""Startup Signal"":1.0604}",2025-12-21T21:00:00
user_0151,policy|robotics|startups,git|machine_learning,"{""policy"":1.4307,""robotics"":1.585,""startups"":1.5131}","{""git"":1.5531,""machine_learning"":0.67}",junior,ru,APAC,briefing|live_blog,1.1987,0.911,"{""Policy Radar"":0.9986,""Startup Signal"":1.3126}",2026-01-01T16:00:00
user_0152,mobile|product|science|web,public_speaking|react,"{""mobile"":1.2554,""product"":1.3582,""science"":1.3877,""web"":1.0984}","{""public_speaking"":0.7249,""react"":1.551}",junior,en,APAC,analysis|explainer|newsletter,1.0426,0.9546,"{""Builder Weekly"":1.1562,""Global Science Desk"":1.2666,""Lab Chronicle"":1.3631}",2026-01-25T19:00:00
user_0153,ai|fintech|mobile|policy|startups,figma|prompt_engineering,"{""ai"":0.6671,""fintech"":0.7918,""mobile"":1.5848,""policy"":0.6569,""startups"":1.6836}","{""figma"":0.8578,""prompt_engineering"":0.9779}",senior,ru,LATAM,briefing|newsletter,0.9922,1.0053,"{""Builder Weekly"":1.0825,""Campus Pulse"":1.3948,""Global Science Desk"":1.0749}",2026-01-02T06:00:00
user_0154,fintech|policy|science,leadership|python|react,"{""fintech"":1.255,""policy"":1.603,""science"":1.275}","{""leadership"":0.9605,""python"":1.4769,""react"":1.2915}",senior,en,US,analysis|explainer|live_blog,0.8086,1.4108,"{""Builder Weekly"":1.2764,""Policy Radar"":1.2512}",2026-03-09T03:00:00
user_0155,fintech|product|research,git|machine_learning|python,"{""fintech"":0.8818,""product"":0.703,""research"":1.4182}","{""git"":1.0715,""machine_learning"":1.1347,""python"":1.3142}",senior,en,EU,briefing|explainer|live_blog,1.2111,0.9732,"{""Builder Weekly"":1.1879,""TechWire"":1.3227}",2026-01-09T23:00:00
user_0156,cybersecurity|policy|product|startups,javascript|leadership|public_speaking,"{""cybersecurity"":1.2499,""policy"":1.2392,""product"":1.6969,""startups"":1.2005}","{""javascript"":0.8908,""leadership"":0.9195,""public_speaking"":1.1161}",senior,ru,APAC,briefing|explainer,1.0286,1.5895,"{""Builder Weekly"":1.1104,""Campus Pulse"":1.2469,""Lab Chronicle"":0.9621}",2025-12-26T08:00:00
user_0157,ai|cybersecurity|data|fintech|robotics|startups,critical_thinking|python,"{""ai"":0.7073,""cybersecurity"":1.6464,""data"":1.6231,""fintech"":1.5622,""robotics"":1.5111,""startups"":0.6644}","{""critical_thinking"":1.4326,""python"":0.7335}",newcomer,en,US,analysis|briefing|newsletter,1.2373,1.314,"{""Global Science Desk"":1.315,""Policy Radar"":1.0207,""Security Brief"":1.2994,""Startup Signal"":0.9592}",2026-02-11T07:00:00
user_0158,data|design|science,analytics|leadership|public_speaking|sql,"{""data"":0.7199,""design"":1.3434,""science"":1.3461}","{""analytics"":1.6954,""leadership"":1.0323,""public_speaking"":0.7295,""sql"":0.951}",newcomer,es,MENA,briefing|explainer,1.1435,1.5374,"{""Global Science Desk"":1.2158,""Security Brief"":1.0432,""Startup Signal"":1.2003}",2026-03-10T05:00:00
user_0159,ai|cybersecurity|fintech|mobile|policy,git|public_speaking|react|sql,"{""ai"":0.9674,""cybersecurity"":1.6958,""fintech"":1.6775,""mobile"":0.9397,""policy"":0.7151}","{""git"":0.9092,""public_speaking"":1.0646,""react"":1.7999,""sql"":1.7884}",junior,es,LATAM,analysis|live_blog,1.2691,0.9433,"{""Builder Weekly"":1.1411,""Lab Chronicle"":1.4303,""TechWire"":1.2562}",2026-01-01T08:00:00
user_0160,cybersecurity|design|fintech|policy|product|research,data_literacy|prompt_engineering|public_speaking,"{""cybersecurity"":1.2184,""design"":1.4901,""fintech"":1.5557,""policy"":0.9744,""product"":1.3904,""research"":1.2}","{""data_literacy"":0.7623,""prompt_engineering"":1.7948,""public_speaking"":1.7709}",mid,en,APAC,briefing|live_blog,1.1084,1.1266,"{""Campus Pulse"":1.3135,""Global Science Desk"":1.3327,""Lab Chronicle"":1.3901,""Security Brief"":1.157}",2026-02-24T06:00:00
user_0161,ai|cybersecurity|web,design_thinking|prompt_engineering|react|sql,"{""ai"":1.2762,""cybersecurity"":0.8925,""web"":0.6774}","{""design_thinking"":0.6954,""prompt_engineering"":1.5358,""react"":0.7609,""sql"":1.6154}",junior,en,LATAM,explainer|newsletter,1.4941,1.5577,"{""Campus Pulse"":1.0631,""Global Science Desk"":1.1543,""Lab Chronicle"":1.4344}",2025-12-09T15:00:00
user_0162,climate|cybersecurity|data|startups,git|leadership|prompt_engineering|python|sql,"{""climate"":1.582,""cybersecurity"":1.0989,""data"":1.465,""startups"":1.2883}","{""git"":1.5892,""leadership"":1.4642,""prompt_engineering"":1.073,""python"":1.727,""sql"":1.2863}",newcomer,en,US,explainer|newsletter,0.8294,1.0793,"{""Policy Radar"":1.2189,""Startup Signal"":1.4419}",2026-02-19T03:00:00
user_0163,cybersecurity|design|mobile|policy|startups|web,analytics|machine_learning|prompt_engineering|python,"{""cybersecurity"":1.5989,""design"":1.1368,""mobile"":1.3284,""policy"":0.745,""startups"":1.1757,""web"":0.8388}","{""analytics"":1.3025,""machine_learning"":1.6732,""prompt_engineering"":1.2557,""python"":1.0717}",newcomer,en,US,analysis|explainer,1.3388,0.855,"{""Campus Pulse"":1.2959,""Global Science Desk"":1.4036,""Lab Chronicle"":1.3482}",2025-12-14T22:00:00
user_0164,climate|mobile|product|science|startups,javascript|machine_learning|sql,"{""climate"":0.6961,""mobile"":0.8294,""product"":1.002,""science"":1.5649,""startups"":1.5558}","{""javascript"":0.7945,""machine_learning"":0.7735,""sql"":1.523}",senior,en,LATAM,explainer|live_blog|newsletter,1.374,0.7604,"{""Campus Pulse"":1.4302,""Security Brief"":0.9518}",2025-11-25T21:00:00
user_0165,data|policy|research,leadership|prompt_engineering|public_speaking,"{""data"":1.1264,""policy"":1.114,""research"":1.2813}","{""leadership"":0.6079,""prompt_engineering"":1.6586,""public_speaking"":0.9337}",mid,ru,EU,analysis|newsletter,1.2336,1.2628,"{""Builder Weekly"":1.0227,""TechWire"":0.9662}",2026-03-04T11:00:00
user_0166,cybersecurity|mobile|startups,prompt_engineering|public_speaking|python|sql,"{""cybersecurity"":1.2509,""mobile"":1.2403,""startups"":1.6646}","{""prompt_engineering"":1.4992,""public_speaking"":1.0322,""python"":0.643,""sql"":1.5222}",newcomer,en,MENA,briefing|explainer,1.1935,1.3415,"{""Campus Pulse"":1.2973,""Security Brief"":1.0872,""TechWire"":1.2135}",2026-03-01T18:00:00
user_0167,policy|science|startups,figma|git|javascript|prompt_engineering,"{""policy"":1.2017,""science"":1.6948,""startups"":1.0215}","{""figma"":0.7557,""git"":1.2752,""javascript"":1.2236,""prompt_engineering"":1.3582}",senior,en,EU,analysis|live_blog,1.3531,0.9262,"{""Campus Pulse"":1.1824,""TechWire"":1.3484}",2026-01-22T11:00:00
user_0168,ai|data|fintech|product|robotics,figma|python|react,"{""ai"":1.4797,""data"":0.9732,""fintech"":1.182,""product"":0.9901,""robotics"":0.6564}","{""figma"":1.423,""python"":1.0096,""react"":1.4693}",mid,ru,US,analysis|live_blog,1.469,1.2064,"{""Policy Radar"":1.2728,""Security Brief"":1.1907,""TechWire"":1.2636}",2026-01-14T23:00:00
user_0169,design|product|web,analytics|design_thinking|machine_learning|sql,"{""design"":1.2563,""product"":0.9983,""web"":1.612}","{""analytics"":1.5549,""design_thinking"":0.6795,""machine_learning"":0.7792,""sql"":1.6089}",mid,en,MENA,explainer|newsletter,1.4434,1.3534,"{""Campus Pulse"":1.3412,""Global Science Desk"":1.1041}",2026-01-22T10:00:00
user_0170,data|design|fintech|policy|product|web,analytics|critical_thinking|data_literacy|git,"{""data"":1.4667,""design"":1.609,""fintech"":1.116,""policy"":0.6762,""product"":1.1568,""web"":1.1751}","{""analytics"":0.8283,""critical_thinking"":1.7084,""data_literacy"":1.4789,""git"":1.2284}",newcomer,ru,EU,analysis|newsletter,0.8869,1.0143,"{""Policy Radar"":1.1438,""TechWire"":1.3824}",2025-12-17T17:00:00
user_0171,ai|fintech|policy,machine_learning|react,"{""ai"":1.3419,""fintech"":0.9781,""policy"":1.2564}","{""machine_learning"":0.9746,""react"":1.6706}",mid,en,EU,analysis|live_blog|newsletter,0.9549,1.0478,"{""Builder Weekly"":1.0868,""Campus Pulse"":0.9576,""Lab Chronicle"":1.2615,""Security Brief"":1.207}",2026-02-09T08:00:00
user_0172,climate|cybersecurity|data|design|research,analytics|data_literacy|leadership|machine_learning,"{""climate"":0.6804,""cybersecurity"":1.5985,""data"":0.703,""design"":1.0528,""research"":0.7404}","{""analytics"":1.0703,""data_literacy"":1.4456,""leadership"":1.6695,""machine_learning"":1.3554}",senior,ru,MENA,briefing|live_blog|newsletter,1.1417,1.3318,"{""Campus Pulse"":1.0159,""Global Science Desk"":1.3564,""Policy Radar"":1.4098,""Startup Signal"":1.1841}",2026-01-14T05:00:00
user_0173,cybersecurity|design|fintech|research,data_literacy|git|public_speaking|python|react,"{""cybersecurity"":1.1259,""design"":0.6818,""fintech"":1.1491,""research"":1.019}","{""data_literacy"":1.1535,""git"":0.805,""public_speaking"":1.5215,""python"":1.3253,""react"":0.7529}",senior,en,US,analysis|briefing|newsletter,0.8495,0.927,"{""Global Science Desk"":1.0693,""Policy Radar"":1.0718,""Security Brief"":1.0295,""Startup Signal"":1.1912}",2025-12-04T23:00:00
user_0174,climate|cybersecurity|data|product|science,critical_thinking|git|leadership|prompt_engineering|react,"{""climate"":1.2328,""cybersecurity"":1.5131,""data"":0.835,""product"":1.6537,""science"":0.7231}","{""critical_thinking"":0.7305,""git"":1.5769,""leadership"":1.5256,""prompt_engineering"":1.0547,""react"":1.1932}",mid,ru,US,analysis|briefing,1.2334,0.9163,"{""Lab Chronicle"":1.2156,""Policy Radar"":1.145}",2026-02-04T18:00:00
user_0175,climate|fintech|mobile|research|science,machine_learning|prompt_engineering,"{""climate"":1.0744,""fintech"":0.7839,""mobile"":0.9589,""research"":1.0377,""science"":1.2263}","{""machine_learning"":0.6638,""prompt_engineering"":1.444}",senior,es,LATAM,briefing|live_blog,1.3338,1.0951,"{""Builder Weekly"":1.2451,""Global Science Desk"":1.2626}",2026-01-05T06:00:00
user_0176,cybersecurity|data|policy|product,data_literacy|figma|git|javascript|sql,"{""cybersecurity"":1.6973,""data"":1.3536,""policy"":0.791,""product"":0.7253}","{""data_literacy"":0.6188,""figma"":1.4656,""git"":1.184,""javascript"":1.1241,""sql"":1.7883}",senior,en,MENA,explainer|live_blog|newsletter,1.0885,0.9419,"{""Security Brief"":1.1621,""Startup Signal"":1.36}",2025-12-28T12:00:00
user_0177,data|design|mobile|product|science|web,analytics|leadership|prompt_engineering|sql,"{""data"":1.3901,""design"":0.7688,""mobile"":1.1556,""product"":1.375,""science"":0.7992,""web"":1.4179}","{""analytics"":1.7803,""leadership"":1.7804,""prompt_engineering"":1.5346,""sql"":1.1579}",senior,en,APAC,analysis|explainer,1.3839,1.1485,"{""Builder Weekly"":1.349,""Campus Pulse"":1.1062,""Global Science Desk"":0.9764,""Startup Signal"":1.1218}",2025-12-31T13:00:00
user_0178,cybersecurity|design|fintech|mobile|science,prompt_engineering|python,"{""cybersecurity"":1.4369,""design"":1.4133,""fintech"":1.2419,""mobile"":0.7145,""science"":1.1468}","{""prompt_engineering"":0.8029,""python"":0.6619}",mid,es,APAC,explainer|live_blog,0.989,1.2734,"{""Lab Chronicle"":0.9884,""Startup Signal"":1.3419}",2025-11-26T04:00:00
user_0179,climate|research|science,data_literacy|prompt_engineering|python,"{""climate"":1.3421,""research"":1.0383,""science"":0.8342}","{""data_literacy"":1.539,""prompt_engineering"":0.8834,""python"":0.817}",junior,en,US,analysis|briefing|live_blog,0.9785,1.1242,"{""Global Science Desk"":1.4468,""Security Brief"":1.3352}",2026-02-16T18:00:00
user_0180,ai|climate|design|robotics|web,javascript|leadership|sql,"{""ai"":0.9664,""climate"":1.4335,""design"":1.44,""robotics"":1.2091,""web"":1.0488}","{""javascript"":1.4467,""leadership"":1.1695,""sql"":0.7742}",mid,es,US,explainer|live_blog|newsletter,1.4885,1.4796,"{""Security Brief"":1.2687,""Startup Signal"":1.4281,""TechWire"":1.1659}",2026-02-09T04:00:00
user_0181,design|research|robotics,design_thinking|leadership|prompt_engineering|public_speaking|react,"{""design"":1.459,""research"":1.1959,""robotics"":1.3616}","{""design_thinking"":1.7919,""leadership"":0.9759,""prompt_engineering"":0.6127,""public_speaking"":0.6102,""react"":0.6815}",junior,en,APAC,explainer|live_blog,0.869,1.5477,"{""Lab Chronicle"":1.0465,""Startup Signal"":0.9619}",2025-12-28T16:00:00
user_0182,climate|science|startups,javascript|public_speaking|react,"{""climate"":1.2444,""science"":1.6655,""startups"":1.5908}","{""javascript"":1.4348,""public_speaking"":0.904,""react"":1.1603}",mid,es,MENA,analysis|explainer|live_blog,1.0495,0.801,"{""Campus Pulse"":1.3386,""Lab Chronicle"":1.1414}",2026-02-20T22:00:00
user_0183,data|policy|research,critical_thinking|data_literacy|leadership|public_speaking|sql,"{""data"":1.2177,""policy"":1.1028,""research"":1.2947}","{""critical_thinking"":0.7275,""data_literacy"":1.1299,""leadership"":0.9108,""public_speaking"":0.6418,""sql"":0.6845}",senior,ru,MENA,analysis|explainer,1.1865,1.5489,"{""Builder Weekly"":1.0832,""Policy Radar"":1.3,""Security Brief"":1.4023,""TechWire"":1.2373}",2026-01-12T23:00:00
user_0184,ai|climate|data|product|science|web,critical_thinking|leadership|prompt_engineering|python|react,"{""ai"":1.2121,""climate"":1.6912,""data"":1.0001,""product"":0.968,""science"":0.708,""web"":1.6969}","{""critical_thinking"":1.3765,""leadership"":1.0384,""prompt_engineering"":1.624,""python"":1.0081,""react"":1.6094}",senior,ru,LATAM,analysis|briefing,1.1649,1.5024,"{""Builder Weekly"":1.1451,""Lab Chronicle"":1.0034,""Policy Radar"":1.2944}",2025-12-11T06:00:00
user_0185,ai|data|research|web,critical_thinking|javascript|leadership,"{""ai"":1.4824,""data"":1.3256,""research"":1.1747,""web"":1.6632}","{""critical_thinking"":1.5741,""javascript"":1.7599,""leadership"":0.6197}",newcomer,en,LATAM,briefing|explainer,1.3558,0.948,"{""Builder Weekly"":1.3851,""Security Brief"":1.2183}",2026-03-10T13:00:00
user_0186,ai|policy|robotics|web,design_thinking|python,"{""ai"":1.3312,""policy"":0.6651,""robotics"":1.3143,""web"":1.5999}","{""design_thinking"":1.5849,""python"":0.7168}",junior,ru,APAC,briefing|newsletter,1.3088,1.0256,"{""Campus Pulse"":1.1631,""Policy Radar"":1.3558,""TechWire"":1.4411}",2026-02-02T06:00:00
user_0187,cybersecurity|fintech|research,critical_thinking|figma,"{""cybersecurity"":0.7983,""fintech"":1.0859,""research"":1.3811}","{""critical_thinking"":1.2641,""figma"":1.1264}",mid,es,US,briefing|explainer,1.4946,1.3507,"{""Policy Radar"":0.9904,""TechWire"":0.9536}",2026-01-20T14:00:00
user_0188,cybersecurity|data|design|product|science|startups,analytics|data_literacy|design_thinking|javascript|prompt_engineering,"{""cybersecurity"":1.2761,""data"":1.4031,""design"":1.2927,""product"":0.7424,""science"":1.5178,""startups"":0.9663}","{""analytics"":1.1025,""data_literacy"":1.2693,""design_thinking"":0.8303,""javascript"":1.7839,""prompt_engineering"":1.7721}",newcomer,ru,APAC,analysis|explainer,1.1558,0.8999,"{""Campus Pulse"":1.3483,""Security Brief"":1.2926,""TechWire"":1.4343}",2026-03-08T16:00:00
user_0189,data|design|fintech|mobile|web,analytics|critical_thinking|machine_learning|python|sql,"{""data"":0.8347,""design"":1.4748,""fintech"":1.1593,""mobile"":0.7719,""web"":1.5898}","{""analytics"":1.4657,""critical_thinking"":1.3112,""machine_learning"":0.9912,""python"":0.8385,""sql"":1.4122}",senior,en,US,analysis|briefing|explainer,1.1269,0.9337,"{""Campus Pulse"":1.3957,""Global Science Desk"":0.9868,""Policy Radar"":1.2425,""Security Brief"":0.9772}",2026-02-21T00:00:00
user_0190,cybersecurity|data|fintech|policy|science,analytics|data_literacy|design_thinking|git,"{""cybersecurity"":1.3768,""data"":0.7126,""fintech"":0.7933,""policy"":1.5442,""science"":1.1315}","{""analytics"":0.8054,""data_literacy"":1.0123,""design_thinking"":1.6637,""git"":1.3244}",senior,ru,APAC,analysis|newsletter,0.9623,1.1525,"{""Global Science Desk"":1.2109,""Security Brief"":1.3811}",2026-02-08T12:00:00
user_0191,data|fintech|mobile|science|startups|web,analytics|javascript|prompt_engineering,"{""data"":1.6792,""fintech"":0.6921,""mobile"":1.1442,""science"":1.457,""startups"":0.6853,""web"":1.2077}","{""analytics"":1.1751,""javascript"":1.5576,""prompt_engineering"":1.5855}",newcomer,en,EU,briefing|newsletter,1.0286,1.3478,"{""Campus Pulse"":1.0979,""Global Science Desk"":1.2738,""Lab Chronicle"":0.9954,""Security Brief"":1.1899}",2026-01-15T22:00:00
user_0192,cybersecurity|mobile|science|web,leadership|public_speaking|python|sql,"{""cybersecurity"":0.6514,""mobile"":1.3087,""science"":1.0541,""web"":1.3753}","{""leadership"":1.2371,""public_speaking"":0.9559,""python"":1.5035,""sql"":1.4377}",newcomer,ru,APAC,briefing|live_blog,1.0742,0.899,"{""Builder Weekly"":1.394,""Lab Chronicle"":1.0055,""Startup Signal"":1.1328,""TechWire"":1.2596}",2026-01-02T14:00:00
user_0193,cybersecurity|data|fintech|product,leadership|public_speaking,"{""cybersecurity"":1.4242,""data"":1.4399,""fintech"":1.5647,""product"":1.388}","{""leadership"":1.5038,""public_speaking"":1.5131}",mid,en,LATAM,briefing|explainer|live_blog,1.1989,1.4516,"{""Builder Weekly"":1.2007,""Global Science Desk"":1.3648,""Policy Radar"":1.1851}",2026-01-16T17:00:00
user_0194,climate|data|robotics|science|startups,critical_thinking|data_literacy|figma|javascript|sql,"{""climate"":1.6562,""data"":0.7308,""robotics"":0.823,""science"":0.7676,""startups"":0.8054}","{""critical_thinking"":0.7806,""data_literacy"":0.8451,""figma"":1.7425,""javascript"":0.6272,""sql"":1.0998}",mid,ru,EU,analysis|explainer|live_blog,1.0519,1.2419,"{""Campus Pulse"":0.961,""Lab Chronicle"":1.351,""Security Brief"":1.3675,""TechWire"":1.2098}",2026-01-11T18:00:00
user_0195,cybersecurity|design|policy|research|robotics|startups,design_thinking|figma|git|leadership,"{""cybersecurity"":1.4582,""design"":0.6997,""policy"":1.0208,""research"":1.1287,""robotics"":0.8247,""startups"":1.6203}","{""design_thinking"":1.4542,""figma"":0.9423,""git"":1.7678,""leadership"":1.6072}",newcomer,ru,EU,analysis|briefing,0.9384,1.2281,"{""Builder Weekly"":1.0132,""Startup Signal"":1.0802}",2025-12-20T02:00:00
